0.082,-0.0455351087323291,-0.328862300996539,-0.077267250334103,-0.136643052147212,-0.0100828097261898,-0.22642010263657,-0.199314197223015,-0.0721626758224408,0,0,0,0,0,0,0.37
0.03,0,-0.117784041918704,-0.0234733737721364,0,0,0,-0.236750426211418,-0.0431551392540168,-0.525619445546814,0,0,0,0,0,0.025
0.292,0.24,0,0,0,0,0,0,0,-0.93097666952349,-0.207842129769172,0,0,0,0,0.16
0.114,0.1,0,0,0,0,0,0,0,-0.017098805832167,-0.797226557292226,0,0,0,0,0.13
0.012,0,0,0,0,0,0,0,-0.0353989473123364,0,0,0,-0.252312258746534,-0.820707637565295,0,0.012
0.078,0,0,0,0,0,0,0,0,0,0,0,0,-0.00816224499934173,-0.781957018378043,0.075
0.235,0,0,0,0,0,0,0,0,0,0,0,0,-0.51764589863436,-0.414945989239139,0.22
0.007,0.04,0,0,0,0,0,0,0,0,0,0,-0.475764179427735,-0.490760976615526,-0.343042820522766,0.008
0.15,0.06,0,0,0.05,0,0,0,0,0,0,0,0,-0.173218462566204,-0.599614741073031,0
0,0.56,0.95,0.1,0,0,0,0,0,0.02,-0.88031365529459,0,0,0,0,0
0,0,0.03,0.75,0,0,0,0,0,0.68,0,0,0.15,0,0,0
0,0,0.02,0.15,0,0.3,0.15,0,0.2,0.3,0,0,0.4,1,0,0
0,0,0,0,0.2,0,0,0.3,0,0,-0.198717793402975,0,0,0,-0.485749505718987,0
0,0,0,0,0.75,0.02,0.35,0.35,0.25,0,0,0,0,0,0,0
0,0,0,0,0,0.68,0.5,0.35,0.55,0,0,0,0.45,0,0,0
-0.528274199538567,-0.0846718920994066,-0.0611148388110025,-0.161004874129533,-0.0281519429584382,-0.0936169989896191,-0.178944281538749,-0.126446613325559,0,0,0,0,0,0,0,0
