0,0,0,0,0,0,-0.198375512156738,-0.0119899000064904,-0.0969286552273388,-0.400581043504657,0,0,0.34,0.254
0,0,0,0,0,0,-0.189519750484204,-0.103569399079395,0,0,0,-0.074686915213603,0.13,0.012
0,0,0,0,0,0,-0.205459635171501,-0.174675629156991,-0.1402974095537,-0.113413311304992,0,-0.0359147816866264,0.16,0.058
0,0,0,0,0,0,0,-0.174120309830603,-0.0966593580095406,-0.125685283204022,0,0,0.3,0.23
0,0,0,0,0,0,0,-0.185570425960294,-0.207571905905249,-0.0698331079561325,0,0,0.15,0.156
0,0,0,0,0,0,0,-0.0910010865935601,-0.240175487069485,-0.202195931797681,0,0,0.64,0.148
0.298,0.289,0.328,0,0,0,0,-0.425865072770794,0,-0.0745456750207782,0,0,0,0.142
0.042,0.012,0.129,0.21,0.174,0.147,0.35,0,-0.357678368587522,-0.464815357382875,0,0.288,0,0
0.066,0,0.032,0.034,0.246,0.214,0,0.294,0,0,0,0,0,0
0.214,0,0.002,0.254,0.128,0.297,0.129,0.456,0,0,0,0.196,0,0
0.38,0.244,0.496,0.502,0.452,0.342,0.521,0.25,0,0,0,0.543,0,0
0,0.093,0.013,0,0,0,0,-0.243137391212638,0,-0.245386392254089,0,0,0,0
-0.644307952752689,-0.0247943096753951,-0.294918300065433,-0.202200084470823,-0.0591534016484754,-0.657058206997455,0,0,0,0,0,0,0,0
-0.093402616932661,-0.166814334738062,-0.0778075097307213,-0.328924420789147,-0.114995184748059,-0.207436628804292,-0.187412172210941,0,0,0,0,0,0,0
