0,0,0,0,0.09,0.09,0.2,0.5,0.13,0,0,0,0,-0.74146785001571,0
0,0,0,0.26,0,0,0.09,0.36,0.29,0,0,0,0,-0.206260368230248,0
0,0,0,0.17,0,0.13,0,0.6,0.1,0,0,0,0,-0.121291482869813,0
0,-0.326387005493931,-0.183389310800395,0.08,0,0,0.1,0,0.82,0,0,0,0,0,-0.283964230545682
-0.0393288972899885,0,0,0,0,0.23,0.18,0,0,0.29,0.3,0,0,0,-0.249257139347564
-0.0483858603051661,0,-0.00748736826365294,0,-0.0211971257102623,0,0,0.49,0.51,0,0,0,0,0,-0.296842253877456
-0.0986662428088449,-0.115145659795466,0,-0.10005432639437,-0.0277966995850756,0,0,0.8,0.2,0,0,0,0,0,-0.278268536549197
-0.6005553711691,-0.228940529292089,-0.558536929097117,0,0,-0.673766211973694,-0.7329991814003,0,0,-0.441625849567813,-0.421802119871006,-0.380357887161578,-0.00902583463089211,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.30690504752052,0,0,0.59,0,0,0,0.41,0,0,0
0,0,0,0,-0.22006495331881,0,0,0.31,0,0,0,0.33,-0.0940924473623401,0,0
0,0,0,0,0,0,0,0.3,0.7,-0.547281780395617,-0.278248719149981,0,-0.436563139688835,0,0
0,0,0,0,0,0,0,0.11,0.61,0,0.04,0.24,0,0,0
0.73,0.21,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0.26,0.3,0.36,0,0,0,0,0,0,0,0
