0,0,0,0,0.09,0.09,0.2,0.5,0.13,0,0,0,0,-0.595751078988802,0
0,0,0,0.26,0,0,0.09,0.36,0.29,0,0,0,0,-0.219121249360953,0
0,0,0,0.17,0,0.13,0,0.6,0.1,0,0,0,0,-0.0964246165181944,0
0,-0.196833291878524,-0.20231486907359,0.08,0,0,0.1,0,0.82,0,0,0,0,0,-0.12502202477448
-0.145397179116236,0,0,0,0,0.23,0.18,0,0,0.29,0.3,0,0,0,-0.467210341439958
-0.00296547717249343,0,-0.167481908404831,0,-0.185947489188166,0,0,0.49,0.51,0,0,0,0,0,-0.304390652454714
-0.207711567366309,-0.00558809777238251,0,-0.17897389639956,-0.219727627020576,0,0,0.8,0.2,0,0,0,0,0,-0.363780988432189
-0.372149041975011,-0.265540935524539,-0.615385591608564,0,0,-0.57803132211153,-0.980929933256734,0,0,-0.623543427490985,-0.334049485017394,-0.403048753023264,-0.191223138826852,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.286882134913725,0,0,0.59,0,0,0,0.41,0,0,0
0,0,0,0,-0.28069994489046,0,0,0.31,0,0,0,0.33,-0.0951108479128952,0,0
0,0,0,0,0,0,0,0.3,0.7,-0.330393937586947,-0.331850580784709,0,-0.267953229957118,0,0
0,0,0,0,0,0,0,0.11,0.61,0,0.04,0.24,0,0,0
0.73,0.21,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0.26,0.3,0.36,0,0,0,0,0,0,0,0
