0,0,0,0,0.09,0.09,0.2,0.5,0.13,0,0,0,0,-0.81995663473058,0
0,0,0,0.26,0,0,0.09,0.36,0.29,0,0,0,0,-0.0682138672451111,0
0,0,0,0.17,0,0.13,0,0.6,0.1,0,0,0,0,-0.00288393988468418,0
0,-0.209258391700217,-0.0957824715290771,0.08,0,0,0.1,0,0.82,0,0,0,0,0,-0.0792933161819496
-0.142669475445103,0,0,0,0,0.23,0.18,0,0,0.29,0.3,0,0,0,-0.328490658273351
-0.0537902919489932,0,-0.100421164472856,0,-0.214412366153345,0,0,0.49,0.51,0,0,0,0,0,-0.401894285512939
-0.162794385007725,-0.160883387234814,0,-0.10402659909994,-0.0627260010082737,0,0,0.8,0.2,0,0,0,0,0,-0.33721678682891
-0.449193274381836,-0.268253403152565,-0.595933416276212,0,0,-0.561626697126658,-0.908819987410522,0,0,-0.563410599856689,-0.172298077849485,-0.30185366270972,-0.250578246672362,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.342180118977475,0,0,0.59,0,0,0,0.41,0,0,0
0,0,0,0,-0.350885621434016,0,0,0.31,0,0,0,0.33,-0.188642544694896,0,0
0,0,0,0,0,0,0,0.3,0.7,-0.387930213411487,-0.426125841810261,0,-0.227056021678894,0,0
0,0,0,0,0,0,0,0.11,0.61,0,0.04,0.24,0,0,0
0.73,0.21,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0.26,0.3,0.36,0,0,0,0,0,0,0,0
