0.082,-0.14350680165002,-0.385703360388786,-0.0868650130205013,-0.11519701859296,-0.0454574438811492,-0.230395249833763,-0.110507687480523,-0.234212804661554,0,0,0,0,0,0,0.37
0.03,0,-0.154558878699952,-0.17967799766217,0,0,0,-0.0545578042242082,-0.0264750724822618,-0.584064164193454,0,0,0,0,0,0.025
0.292,0.24,0,0,0,0,0,0,0,-1.08934306668897,-0.112659781255959,0,0,0,0,0.16
0.114,0.1,0,0,0,0,0,0,0,-0.167575038889028,-0.601149688587814,0,0,0,0,0.13
0.012,0,0,0,0,0,0,0,-0.0531632233914848,0,0,0,-0.265358593868985,-0.727147918465403,0,0.012
0.078,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238135519226782,-0.689534836039082,0.075
0.235,0,0,0,0,0,0,0,0,0,0,0,0,-0.354030530342587,-0.52579485877551,0.22
0.007,0.04,0,0,0,0,0,0,0,0,0,0,-0.383529679464421,-0.399450927245523,-0.386178291172499,0.008
0.15,0.06,0,0,0.05,0,0,0,0,0,0,0,0,-0.289300798253259,-0.44974502675195,0
0,0.56,0.95,0.1,0,0,0,0,0,0.02,-0.622100395623178,0,0,0,0,0
0,0,0.03,0.75,0,0,0,0,0,0.68,0,0,0.15,0,0,0
0,0,0.02,0.15,0,0.3,0.15,0,0.2,0.3,0,0,0.4,1,0,0
0,0,0,0,0.2,0,0,0.3,0,0,-0.190477180753449,0,0,0,-0.273048818195512,0
0,0,0,0,0.75,0.02,0.35,0.35,0.25,0,0,0,0,0,0,0
0,0,0,0,0,0.68,0.5,0.35,0.55,0,0,0,0.45,0,0,0
-0.47860981918292,-0.10157401097893,-0.196019979509098,-0.269504627485534,-0.164230597780322,-0.208708787525832,-0.442349825962859,-0.0536021286631005,0,0,0,0,0,0,0,0
