0,0,0,0,0,0,-0.161390184874949,-0.0397495010965394,-0.167909353970331,-0.39246010063357,0,0,0.34,0.254
0,0,0,0,0,0,-0.235502867187291,-0.0874121634174761,0,0,0,-0.123706237961356,0.13,0.012
0,0,0,0,0,0,-0.387558535258833,-0.115288138192411,-0.180874130089941,-0.00867898492922854,0,-0.0694322558656221,0.16,0.058
0,0,0,0,0,0,0,-0.0626331990068463,-0.028861340475226,-0.135989385307995,0,0,0.3,0.23
0,0,0,0,0,0,0,-0.148856020802687,-0.221134554920613,-0.00862428752230272,0,0,0.15,0.156
0,0,0,0,0,0,0,-0.204215964541463,-0.0500213609799033,-0.317313027557583,0,0,0.64,0.148
0.298,0.289,0.328,0,0,0,0,-0.525971976899533,0,-0.0705661332971922,0,0,0,0.142
0.042,0.012,0.129,0.21,0.174,0.147,0.35,0,-0.205881290509896,-0.554840894412195,0,0.288,0,0
0.066,0,0.032,0.034,0.246,0.214,0,0.294,0,0,0,0,0,0
0.214,0,0.002,0.254,0.128,0.297,0.129,0.456,0,0,0,0.196,0,0
0.38,0.244,0.496,0.502,0.452,0.342,0.521,0.25,0,0,0,0.543,0,0
0,0.093,0.013,0,0,0,0,-0.384192813766065,0,-0.0990419931738151,0,0,0,0
-0.292280151263214,-0.0905422394098672,-0.0895645083314499,-0.151549120627158,-0.161894447831838,-0.842324482428531,0,0,0,0,0,0,0,0
-0.0344080012395962,-0.0358727589925702,-0.0171885932932729,-0.215193364339527,-0.206235130833143,-0.245059398512545,-0.125924039423501,0,0,0,0,0,0,0
