0.082,-0.0175773451123443,-0.285917776628689,-0.0330079862809944,-0.0211582658025835,-0.207616699482724,-0.00936033277575601,-0.0799424288918754,-0.23653323308242,0,0,0,0,0,0,0.37
0.03,0,-0.244666959360983,-0.126927184961286,0,0,0,-0.0481120094377994,-0.0805684280468299,-0.490874049772877,0,0,0,0,0,0.025
0.292,0.24,0,0,0,0,0,0,0,-0.894704260705105,-0.0828056197374985,0,0,0,0,0.16
0.114,0.1,0,0,0,0,0,0,0,-0.131154104295696,-0.728252198672457,0,0,0,0,0.13
0.012,0,0,0,0,0,0,0,-0.0169141239372263,0,0,0,-0.161337715602508,-0.813963777919425,0,0.012
0.078,0,0,0,0,0,0,0,0,0,0,0,0,-0.035803172209438,-0.741385600925594,0.075
0.235,0,0,0,0,0,0,0,0,0,0,0,0,-0.417165502777961,-0.484656352270942,0.22
0.007,0.04,0,0,0,0,0,0,0,0,0,0,-0.261635445800856,-0.303850935497521,-0.378121114298839,0.008
0.15,0.06,0,0,0.05,0,0,0,0,0,0,0,0,-0.303109444572177,-0.517010702926263,0
0,0.56,0.95,0.1,0,0,0,0,0,0.02,-0.523789799403471,0,0,0,0,0
0,0,0.03,0.75,0,0,0,0,0,0.68,0,0,0.15,0,0,0
0,0,0.02,0.15,0,0.3,0.15,0,0.2,0.3,0,0,0.4,1,0,0
0,0,0,0,0.2,0,0,0.3,0,0,-0.118147785906728,0,0,0,-0.214897322890133,0
0,0,0,0,0.75,0.02,0.35,0.35,0.25,0,0,0,0,0,0,0
0,0,0,0,0,0.68,0.5,0.35,0.55,0,0,0,0.45,0,0,0
-0.439373817428756,-0.00918862398485852,-0.313314971537193,-0.0867968744011399,-0.078681462026949,-0.152524997667178,-0.0668905058641016,-0.159587065991263,0,0,0,0,0,0,0,0
