0,0,0,0,0.09,0.09,0.2,0.5,0.13,0,0,0,0,-0.666836424020829,0
0,0,0,0.26,0,0,0.09,0.36,0.29,0,0,0,0,-0.0954566059755921,0
0,0,0,0.17,0,0.13,0,0.6,0.1,0,0,0,0,-0.0101903295175516,0
0,-0.33173075739959,-0.283423074107325,0.08,0,0,0.1,0,0.82,0,0,0,0,0,-0.090102816823317
-0.239072325187841,0,0,0,0,0.23,0.18,0,0,0.29,0.3,0,0,0,-0.378141070264075
-0.300938344440552,0,-0.118875333700517,0,-0.148661756406535,0,0,0.49,0.51,0,0,0,0,0,-0.145232356932275
-0.278578523527162,-0.18225794569006,0,-0.119275483107443,-0.0655724050477273,0,0,0.8,0.2,0,0,0,0,0,-0.456444031511617
-0.356171566013097,-0.332867168407424,-0.624083754424312,0,0,-0.49735089645699,-0.794410716172952,0,0,-0.497090937667193,-0.261080977811603,-0.296921066820495,-0.0433545228835994,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.344146685876969,0,0,0.59,0,0,0,0.41,0,0,0
0,0,0,0,-0.0913298213776388,0,0,0.31,0,0,0,0.33,-0.0476707667073018,0,0
0,0,0,0,0,0,0,0.3,0.7,-0.264526942055146,-0.312392056756158,0,-0.364578481787529,0,0
0,0,0,0,0,0,0,0.11,0.61,0,0.04,0.24,0,0,0
0.73,0.21,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0.26,0.3,0.36,0,0,0,0,0,0,0,0
