0,0,0,0,0,0,-0.348789420761749,-0.0139797700064915,-0.0653519933301139,-0.347160921559026,0,0,0.34,0.254
0,0,0,0,0,0,-0.35856634167004,-0.163576506183364,0,0,0,-0.119295085590924,0.13,0.012
0,0,0,0,0,0,-0.138063249747162,-0.11644602285131,-0.180254409471126,-0.0734027393024866,0,-0.193783714697303,0.16,0.058
0,0,0,0,0,0,0,-0.294977589677705,-0.0366002459102519,-0.1002831149116,0,0,0.3,0.23
0,0,0,0,0,0,0,-0.10059522445997,-0.0562458706335028,-0.0507440332985642,0,0,0.15,0.156
0,0,0,0,0,0,0,-0.185696934446805,-0.265102579872044,-0.337708364699446,0,0,0.64,0.148
0.298,0.289,0.328,0,0,0,0,-0.297529082351409,0,-0.27376491808424,0,0,0,0.142
0.042,0.012,0.129,0.21,0.174,0.147,0.35,0,-0.278602767794664,-0.477567425246435,0,0.288,0,0
0.066,0,0.032,0.034,0.246,0.214,0,0.294,0,0,0,0,0,0
0.214,0,0.002,0.254,0.128,0.297,0.129,0.456,0,0,0,0.196,0,0
0.38,0.244,0.496,0.502,0.452,0.342,0.521,0.25,0,0,0,0.543,0,0
0,0.093,0.013,0,0,0,0,-0.240420357490442,0,-0.202204651445499,0,0,0,0
-0.312935830590331,-0.068530506137547,-0.101901065984778,-0.286054272036647,-0.214516214342379,-0.786876149642722,0,0,0,0,0,0,0,0
-0.275494101439221,-0.00793836066530233,-0.0519368605604942,-0.305454286004168,-0.0636918115426169,-0.0747741175550116,-0.0920862786409622,0,0,0,0,0,0,0
