0,0,0,0,0.09,0.09,0.2,0.5,0.13,0,0,0,0,-0.889245017641649,0
0,0,0,0.26,0,0,0.09,0.36,0.29,0,0,0,0,-0.316858463841943,0
0,0,0,0.17,0,0.13,0,0.6,0.1,0,0,0,0,-0.149553301727068,0
0,-0.56626957454754,-0.182882490332345,0.08,0,0,0.1,0,0.82,0,0,0,0,0,-0.342076418201001
-0.339031922285526,0,0,0,0,0.23,0.18,0,0,0.29,0.3,0,0,0,-0.288826920843347
-0.0306450216052096,0,-0.0868442068764002,0,-0.255985161278832,0,0,0.49,0.51,0,0,0,0,0,-0.296112725450934
-0.399163430365887,-0.306457413138046,0,-0.0115124153894094,-0.352175058863695,0,0,0.8,0.2,0,0,0,0,0,-0.397800273921823
-0.455683807389761,-0.319363085458921,-0.578200847431943,0,0,-0.425839081691373,-0.872554483701359,0,0,-0.666973970582137,-0.413600772184338,-0.249634194088813,-0.238121827196035,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.3282117535917,0,0,0.59,0,0,0,0.41,0,0,0
0,0,0,0,-0.291891183854096,0,0,0.31,0,0,0,0.33,-0.183092096594491,0,0
0,0,0,0,0,0,0,0.3,0.7,-0.400301290896556,-0.394907191172415,0,-0.392614620710751,0,0
0,0,0,0,0,0,0,0.11,0.61,0,0.04,0.24,0,0,0
0.73,0.21,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0.26,0.3,0.36,0,0,0,0,0,0,0,0
