0.082,-0.103239805823496,-0.304334715336344,-0.313300000843029,-0.0956606267937429,-0.061569541205291,-0.172444535823346,-0.0231532394375682,-0.0869719070375453,0,0,0,0,0,0,0.37
0.03,0,-0.393091188994708,-0.00377456988701882,0,0,0,-0.132115666397825,-0.202856821396745,-0.66579678097072,0,0,0,0,0,0.025
0.292,0.24,0,0,0,0,0,0,0,-0.929754130949133,-0.0233147996749135,0,0,0,0,0.16
0.114,0.1,0,0,0,0,0,0,0,-0.087369285618474,-0.735239090619584,0,0,0,0,0.13
0.012,0,0,0,0,0,0,0,-0.148071559614615,0,0,0,-0.300135089287056,-0.737067955723436,0,0.012
0.078,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724725658389395,-0.682056679156818,0.075
0.235,0,0,0,0,0,0,0,0,0,0,0,0,-0.184366404557985,-0.529883362306738,0.22
0.007,0.04,0,0,0,0,0,0,0,0,0,0,-0.24182291993802,-0.400582688202898,-0.273911120756378,0.008
0.15,0.06,0,0,0.05,0,0,0,0,0,0,0,0,-0.275693851988058,-0.443340435910997,0
0,0.56,0.95,0.1,0,0,0,0,0,0.02,-0.692832487734306,0,0,0,0,0
0,0,0.03,0.75,0,0,0,0,0,0.68,0,0,0.15,0,0,0
0,0,0.02,0.15,0,0.3,0.15,0,0.2,0.3,0,0,0.4,1,0,0
0,0,0,0,0.2,0,0,0.3,0,0,-0.338467873743235,0,0,0,-0.637273845465878,0
0,0,0,0,0.75,0.02,0.35,0.35,0.25,0,0,0,0,0,0,0
0,0,0,0,0,0.68,0.5,0.35,0.55,0,0,0,0.45,0,0,0
-0.408706710653512,-0.099324006907571,-0.200083731105561,-0.11216619755785,-0.202137346584809,-0.135701463658392,-0.0312471633139326,-0.232328323340455,0,0,0,0,0,0,0,0
