0,0,0,0,0.09,0.09,0.2,0.5,0.13,0,0,0,0,-0.529265804628629,0
0,0,0,0.26,0,0,0.09,0.36,0.29,0,0,0,0,-0.0906792281943791,0
0,0,0,0.17,0,0.13,0,0.6,0.1,0,0,0,0,-0.212129813921352,0
0,-0.395728967391826,-0.316742178749749,0.08,0,0,0.1,0,0.82,0,0,0,0,0,-0.0783001078826803
-0.138252540479706,0,0,0,0,0.23,0.18,0,0,0.29,0.3,0,0,0,-0.0849901356389997
-0.173786626843983,0,-0.203693455125307,0,-0.274513313028801,0,0,0.49,0.51,0,0,0,0,0,-0.0907470751300541
-0.107417520898229,-0.0234497168333763,0,-0.121747425155154,-0.144298332270531,0,0,0.8,0.2,0,0,0,0,0,-0.440310094680455
-0.501615289014381,-0.342112198632432,-0.805098905788275,0,0,-0.470911900214361,-0.864059419938189,0,0,-0.520028307850433,-0.589967578221371,-0.315606850963062,-0.219160160138231,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.123479013391589,0,0,0.59,0,0,0,0.41,0,0,0
0,0,0,0,-0.150395930209249,0,0,0.31,0,0,0,0.33,-0.085118764980918,0,0
0,0,0,0,0,0,0,0.3,0.7,-0.385945026352388,-0.343675521205243,0,-0.556223705709618,0,0
0,0,0,0,0,0,0,0.11,0.61,0,0.04,0.24,0,0,0
0.73,0.21,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0.26,0.3,0.36,0,0,0,0,0,0,0,0
