0,0,0,0,0,0,-0.339026205504596,-0.0760304691343054,-0.108227506241834,-0.0555190263877647,0,0,0.34,0.254
0,0,0,0,0,0,-0.271279881224856,-0.0745741533072789,0,0,0,-0.0109936518561442,0.13,0.012
0,0,0,0,0,0,-0.242225251388726,-0.211868728642562,-0.000436751508188053,-0.0461335106028317,0,-0.0748904299427058,0.16,0.058
0,0,0,0,0,0,0,-0.19939752886386,-0.125854934455035,-0.244713403753629,0,0,0.3,0.23
0,0,0,0,0,0,0,-0.103274688712598,-0.119065933556108,-0.0949537530580853,0,0,0.15,0.156
0,0,0,0,0,0,0,-0.170997617357131,-0.249491441231544,-0.121866901340155,0,0,0.64,0.148
0.298,0.289,0.328,0,0,0,0,-0.38219028085244,0,-0.347878612965523,0,0,0,0.142
0.042,0.012,0.129,0.21,0.174,0.147,0.35,0,-0.325267201195033,-0.374103478984033,0,0.288,0,0
0.066,0,0.032,0.034,0.246,0.214,0,0.294,0,0,0,0,0,0
0.214,0,0.002,0.254,0.128,0.297,0.129,0.456,0,0,0,0.196,0,0
0.38,0.244,0.496,0.502,0.452,0.342,0.521,0.25,0,0,0,0.543,0,0
0,0.093,0.013,0,0,0,0,-0.241840961153753,0,-0.272622276712264,0,0,0,0
-0.301991434482776,-0.100353681648178,-0.0675892988268352,-0.243789552676238,-0.0160983767714917,-0.363529357084334,0,0,0,0,0,0,0,0
-0.299176629507207,-0.0250692847945995,-0.109956372159475,-0.0483246270575296,-0.0086882853808424,-0.105480886039128,-0.216583266050071,0,0,0,0,0,0,0
