0,0,0,0,0.09,0.09,0.2,0.5,0.13,0,0,0,0,-0.538445070055212,0
0,0,0,0.26,0,0,0.09,0.36,0.29,0,0,0,0,-0.194232087216687,0
0,0,0,0.17,0,0.13,0,0.6,0.1,0,0,0,0,-0.226214296276701,0
0,-0.204833953189425,-0.0994614883871647,0.08,0,0,0.1,0,0.82,0,0,0,0,0,-0.0967451589124265
-0.0623269138248869,0,0,0,0,0.23,0.18,0,0,0.29,0.3,0,0,0,-0.240491604262661
-0.0971617667239735,0,-0.00197594828508099,0,-0.239902991029159,0,0,0.49,0.51,0,0,0,0,0,-0.398539708882842
-0.156290202953868,-0.0521557876360273,0,-0.0210615801475166,-0.25152047567943,0,0,0.8,0.2,0,0,0,0,0,-0.32108105890687
-0.514877209255621,-0.300654996957483,-0.542664457493511,0,0,-0.49261875908798,-0.86126049328604,0,0,-0.556270240060384,-0.119953620469953,-0.258182873237857,-0.100993798855411,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.345141658347493,0,0,0.59,0,0,0,0.41,0,0,0
0,0,0,0,-0.388290782157046,0,0,0.31,0,0,0,0.33,-0.0387448723287751,0,0
0,0,0,0,0,0,0,0.3,0.7,-0.462880409495904,-0.344877125984084,0,-0.238389861100219,0,0
0,0,0,0,0,0,0,0.11,0.61,0,0.04,0.24,0,0,0
0.73,0.21,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0.26,0.3,0.36,0,0,0,0,0,0,0,0
