0.082,-0.0158189612732396,-0.309488188289513,-0.0840492811770849,-0.0287816853407299,-0.00639433621170503,-0.0650395536941903,-0.0234850260829917,-0.0619680104697323,0,0,0,0,0,0,0.37
0.03,0,-0.0757261187247435,-0.0197116759464159,0,0,0,-0.0163768715408917,-0.0703321120393995,-0.612172980772371,0,0,0,0,0,0.025
0.292,0.24,0,0,0,0,0,0,0,-0.828495208690666,-0.0393755565804255,0,0,0,0,0.16
0.114,0.1,0,0,0,0,0,0,0,-0.168725979607559,-0.839410877404461,0,0,0,0,0.13
0.012,0,0,0,0,0,0,0,-0.0436716366039158,0,0,0,-0.203234270445183,-0.766021103974556,0,0.012
0.078,0,0,0,0,0,0,0,0,0,0,0,0,-0.000586310653476609,-0.625080899562848,0.075
0.235,0,0,0,0,0,0,0,0,0,0,0,0,-0.438512539789288,-0.59479273482012,0.22
0.007,0.04,0,0,0,0,0,0,0,0,0,0,-0.353028077950667,-0.41426357933646,-0.37215567032572,0.008
0.15,0.06,0,0,0.05,0,0,0,0,0,0,0,0,-0.201275045841838,-0.492016563865577,0
0,0.56,0.95,0.1,0,0,0,0,0,0.02,-0.829523316845237,0,0,0,0,0
0,0,0.03,0.75,0,0,0,0,0,0.68,0,0,0.15,0,0,0
0,0,0.02,0.15,0,0.3,0.15,0,0.2,0.3,0,0,0.4,1,0,0
0,0,0,0,0.2,0,0,0.3,0,0,-0.173432611673223,0,0,0,-0.463720700982083,0
0,0,0,0,0.75,0.02,0.35,0.35,0.25,0,0,0,0,0,0,0
0,0,0,0,0,0.68,0.5,0.35,0.55,0,0,0,0.45,0,0,0
-0.321596136717863,-0.0172569329305971,-0.228655064164666,-0.00192702990157573,-0.0627732180437061,-0.270402580989203,-0.332832275943569,-0.0955835689521311,0,0,0,0,0,0,0,0
