0,0,0,0,0.09,0.09,0.2,0.5,0.13,0,0,0,0,-0.581631759730056,0
0,0,0,0.26,0,0,0.09,0.36,0.29,0,0,0,0,-0.397818154565,0
0,0,0,0.17,0,0.13,0,0.6,0.1,0,0,0,0,-0.0275927644579353,0
0,-0.404203944299951,-0.260289673070346,0.08,0,0,0.1,0,0.82,0,0,0,0,0,-0.0297286415018901
-0.0533929813085908,0,0,0,0,0.23,0.18,0,0,0.29,0.3,0,0,0,-0.230350547323435
-0.0409909581343473,0,-0.206431644628822,0,-0.382325616950127,0,0,0.49,0.51,0,0,0,0,0,-0.454450543564011
-0.300146972549866,-0.182941656984053,0,-0.0182077507359646,-0.277505220511583,0,0,0.8,0.2,0,0,0,0,0,-0.381003654724764
-0.435986324670757,-0.329657762020237,-0.577602626567187,0,0,-0.505649069955068,-0.89224881600151,0,0,-0.565957414590578,-0.339923956402669,-0.489797509237674,-0.00929415476758209,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.316892728973818,0,0,0.59,0,0,0,0.41,0,0,0
0,0,0,0,-0.293094294134789,0,0,0.31,0,0,0,0.33,-0.0243076105241916,0,0
0,0,0,0,0,0,0,0.3,0.7,-0.324983049682416,-0.248494120224283,0,-0.377748707234458,0,0
0,0,0,0,0,0,0,0.11,0.61,0,0.04,0.24,0,0,0
0.73,0.21,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0.26,0.3,0.36,0,0,0,0,0,0,0,0
