0,0,0,0,0,0,-0.444269334258069,-0.0570333081678864,-0.0598306499645106,-0.0817531964420126,0,0,0.34,0.254
0,0,0,0,0,0,-0.381107810069049,-0.0237526517492042,0,0,0,-0.228151610676385,0.13,0.012
0,0,0,0,0,0,-0.207115163903002,-0.0294402349213869,-0.0603364659894728,-0.0876429765505004,0,-0.0177362119133651,0.16,0.058
0,0,0,0,0,0,0,-0.154568660640189,-0.0197447460927157,-0.118405323612902,0,0,0.3,0.23
0,0,0,0,0,0,0,-0.0894131741586116,-0.274513867817808,-0.0784286163412359,0,0,0.15,0.156
0,0,0,0,0,0,0,-0.235700535184722,-0.274818705151579,-0.283265522872303,0,0,0.64,0.148
0.298,0.289,0.328,0,0,0,0,-0.381760882037777,0,-0.0655811903269985,0,0,0,0.142
0.042,0.012,0.129,0.21,0.174,0.147,0.35,0,-0.43194172588404,-0.520436572069836,0,0.288,0,0
0.066,0,0.032,0.034,0.246,0.214,0,0.294,0,0,0,0,0,0
0.214,0,0.002,0.254,0.128,0.297,0.129,0.456,0,0,0,0.196,0,0
0.38,0.244,0.496,0.502,0.452,0.342,0.521,0.25,0,0,0,0.543,0,0
0,0.093,0.013,0,0,0,0,-0.301155155957736,0,-0.172381131100271,0,0,0,0
-0.365437793028338,-0.314865879152448,-0.0659704239549876,-0.43435465076535,-0.131843032623729,-0.509516347466859,0,0,0,0,0,0,0,0
-0.302766323606276,-0.182503217541586,-0.0520367856017255,-0.0702418281436475,-0.255642718211223,-0.130961447337674,-0.0587947893344953,0,0,0,0,0,0,0
