0,0,0,0,0.09,0.09,0.2,0.5,0.13,0,0,0,0,-0.611138040512329,0
0,0,0,0.26,0,0,0.09,0.36,0.29,0,0,0,0,-0.17897579936762,0
0,0,0,0.17,0,0.13,0,0.6,0.1,0,0,0,0,-0.0105814425628342,0
0,-0.282472644812454,-0.237001232910971,0.08,0,0,0.1,0,0.82,0,0,0,0,0,-0.132262050441394
-0.0488374562236947,0,0,0,0,0.23,0.18,0,0,0.29,0.3,0,0,0,-0.220179737112838
-0.00179689561218015,0,-0.235011806093883,0,-0.120998730433321,0,0,0.49,0.51,0,0,0,0,0,-0.227231579007997
-0.215169449907988,-0.0451671125174052,0,-0.0942297483133097,-0.2891513740825,0,0,0.8,0.2,0,0,0,0,0,-0.337785199325431
-0.648787715464537,-0.443348405227797,-0.755893640999626,0,0,-0.474636236618184,-0.745583728445052,0,0,-0.714262597596058,-0.529621845705925,-0.206760372018578,-0.199948788914867,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.36222813276513,0,0,0.59,0,0,0,0.41,0,0,0
0,0,0,0,-0.183088729714986,0,0,0.31,0,0,0,0.33,-0.195078764674713,0,0
0,0,0,0,0,0,0,0.3,0.7,-0.412451111487598,-0.251832076049556,0,-0.196841640882526,0,0
0,0,0,0,0,0,0,0.11,0.61,0,0.04,0.24,0,0,0
0.73,0.21,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0.26,0.3,0.36,0,0,0,0,0,0,0,0
