0.082,-0.0837699009130525,-0.428467878014656,-0.237618188950099,-0.180477376074943,-0.0842271611221103,-0.265933221445641,-0.031568310418612,-0.159405496311662,0,0,0,0,0,0,0.37
0.03,0,-0.237959861254572,-0.107775123557341,0,0,0,-0.16556135218282,-0.0266223648677997,-0.64438551539201,0,0,0,0,0,0.025
0.292,0.24,0,0,0,0,0,0,0,-0.89946211718177,-0.0550172832447657,0,0,0,0,0.16
0.114,0.1,0,0,0,0,0,0,0,-0.0762222231548448,-0.751518051859496,0,0,0,0,0.13
0.012,0,0,0,0,0,0,0,-0.0289029818148168,0,0,0,-0.242049384750098,-0.633631850450069,0,0.012
0.078,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878558370603008,-0.610904486502627,0.075
0.235,0,0,0,0,0,0,0,0,0,0,0,0,-0.442667372845488,-0.522829415192218,0.22
0.007,0.04,0,0,0,0,0,0,0,0,0,0,-0.233305595727822,-0.386910963583327,-0.181825591823774,0.008
0.15,0.06,0,0,0.05,0,0,0,0,0,0,0,0,-0.244841130991243,-0.520647353929145,0
0,0.56,0.95,0.1,0,0,0,0,0,0.02,-0.668542375071976,0,0,0,0,0
0,0,0.03,0.75,0,0,0,0,0,0.68,0,0,0.15,0,0,0
0,0,0.02,0.15,0,0.3,0.15,0,0.2,0.3,0,0,0.4,1,0,0
0,0,0,0,0.2,0,0,0.3,0,0,-0.046372210622747,0,0,0,-0.635629252682419,0
0,0,0,0,0.75,0.02,0.35,0.35,0.25,0,0,0,0,0,0,0
0,0,0,0,0,0.68,0.5,0.35,0.55,0,0,0,0.45,0,0,0
-0.178364763990673,-0.0379347628414331,-0.211910509213825,-0.258661058437664,-0.00605540730962192,-0.111420120281835,-0.227218074476025,-0.059597055551818,0,0,0,0,0,0,0,0
