0,0,0,0,0,0,-0.423199190557565,-0.143123668339554,-0.168859907609884,-0.196681497101097,0,0,0.34,0.254
0,0,0,0,0,0,-0.29647680805263,-0.118312046563861,0,0,0,-0.0817302646157172,0.13,0.012
0,0,0,0,0,0,-0.400993892145019,-0.142853400759542,-0.178185314527149,-0.0256470477304661,0,-0.14668367855881,0.16,0.058
0,0,0,0,0,0,0,-0.267718053501191,-0.0668375324125532,-0.263382884040537,0,0,0.3,0.23
0,0,0,0,0,0,0,-0.108988653860294,-0.290790397749178,-0.136756978766278,0,0,0.15,0.156
0,0,0,0,0,0,0,-0.0822938193610165,-0.203051260644052,-0.297841280115569,0,0,0.64,0.148
0.298,0.289,0.328,0,0,0,0,-0.41785263094969,0,-0.0357721280229928,0,0,0,0.142
0.042,0.012,0.129,0.21,0.174,0.147,0.35,0,-0.437063638196464,-0.506555790496078,0,0.288,0,0
0.066,0,0.032,0.034,0.246,0.214,0,0.294,0,0,0,0,0,0
0.214,0,0.002,0.254,0.128,0.297,0.129,0.456,0,0,0,0.196,0,0
0.38,0.244,0.496,0.502,0.452,0.342,0.521,0.25,0,0,0,0.543,0,0
0,0.093,0.013,0,0,0,0,-0.184222524089946,0,-0.175351884765044,0,0,0,0
-0.102264522872327,-0.106015229709584,-0.221028277037231,-0.382906369110449,-0.344537929325815,-0.608776619447385,0,0,0,0,0,0,0,0
-0.174047566022661,-0.0930523606391216,-0.0193575428777336,-0.239806828609539,-0.00161069166403391,-0.0669992026275523,-0.0623374915362372,0,0,0,0,0,0,0
