0,0,0,0,0.09,0.09,0.2,0.5,0.13,0,0,0,0,-0.785058801202077,0
0,0,0,0.26,0,0,0.09,0.36,0.29,0,0,0,0,-0.126596725608686,0
0,0,0,0.17,0,0.13,0,0.6,0.1,0,0,0,0,-0.0778192970103908,0
0,-0.269580990632095,-0.21709497693198,0.08,0,0,0.1,0,0.82,0,0,0,0,0,-0.218801913335475
-0.00243345101234856,0,0,0,0,0.23,0.18,0,0,0.29,0.3,0,0,0,-0.410140866253965
-0.00323741304893087,0,-0.272735795624487,0,-0.228389101756112,0,0,0.49,0.51,0,0,0,0,0,-0.28741734491732
-0.507941852364139,-0.299348116011335,0,-0.0604145777406452,-0.00766874123615127,0,0,0.8,0.2,0,0,0,0,0,-0.363840687046236
-0.49046282809599,-0.515922650423953,-0.66091421608684,0,0,-0.461899200028797,-0.774494126720864,0,0,-0.67265051809269,-0.279109884838299,-0.209298423355347,-0.0395846340635314,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.278847674952818,0,0,0.59,0,0,0,0.41,0,0,0
0,0,0,0,-0.332133542913723,0,0,0.31,0,0,0,0.33,-0.197404661989341,0,0
0,0,0,0,0,0,0,0.3,0.7,-0.446439060372824,-0.370619981210087,0,-0.176613913384275,0,0
0,0,0,0,0,0,0,0.11,0.61,0,0.04,0.24,0,0,0
0.73,0.21,0.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0.26,0.3,0.36,0,0,0,0,0,0,0,0
