0,0,0,0,0,0,-0.314994112128011,-0.233469448513707,-0.0089551126628493,-0.055696782840516,0,0,0.34,0.254
0,0,0,0,0,0,-0.270716797554261,-0.185665407130116,0,0,0,-0.234001686295691,0.13,0.012
0,0,0,0,0,0,-0.0904558897287752,-0.101375076379925,-0.115464773506449,-0.0275323342063171,0,-0.0883727169847229,0.16,0.058
0,0,0,0,0,0,0,-0.195572761044608,-0.107714666906448,-0.46856801779146,0,0,0.3,0.23
0,0,0,0,0,0,0,-0.240020093953999,-0.383159693241725,-0.0349695687732673,0,0,0.15,0.156
0,0,0,0,0,0,0,-0.0299677661602264,-0.122767069543388,-0.164622677792408,0,0,0.64,0.148
0.298,0.289,0.328,0,0,0,0,-0.447578859949773,0,-0.214614778042825,0,0,0,0.142
0.042,0.012,0.129,0.21,0.174,0.147,0.35,0,-0.201828632056253,-0.587558293348141,0,0.288,0,0
0.066,0,0.032,0.034,0.246,0.214,0,0.294,0,0,0,0,0,0
0.214,0,0.002,0.254,0.128,0.297,0.129,0.456,0,0,0,0.196,0,0
0.38,0.244,0.496,0.502,0.452,0.342,0.521,0.25,0,0,0,0.543,0,0
0,0.093,0.013,0,0,0,0,-0.259264318145963,0,-0.198981891427713,0,0,0,0
-0.374734044854824,-0.16514072732096,-0.0541985266366436,-0.166380265560621,-0.315366015113055,-0.767358535476429,0,0,0,0,0,0,0,0
-0.134457517329273,-0.110192749563256,-0.0130533934449715,-0.196802977181645,-0.246166057758086,-0.123397743699614,-0.306366966971868,0,0,0,0,0,0,0
