0,0,0,0,0,0,-0.362444186101849,-0.0837501472332944,-0.146847760633004,-0.1681218141341,0,0,0.34,0.254
0,0,0,0,0,0,-0.421035596750193,-0.0305808314510595,0,0,0,-0.112920314561822,0.13,0.012
0,0,0,0,0,0,-0.146729711830434,-0.196360384717086,-0.108645261813169,-0.132746092729242,0,-0.0653362920718624,0.16,0.058
0,0,0,0,0,0,0,-0.360320716405663,-0.0837380348487111,-0.256921863583722,0,0,0.3,0.23
0,0,0,0,0,0,0,-0.0223643642854545,-0.166481018308976,-0.0302060276893904,0,0,0.15,0.156
0,0,0,0,0,0,0,-0.13832400648861,-0.146080657965145,-0.158880730698726,0,0,0.64,0.148
0.298,0.289,0.328,0,0,0,0,-0.345853304260379,0,-0.106282228675407,0,0,0,0.142
0.042,0.012,0.129,0.21,0.174,0.147,0.35,0,-0.283174923232383,-0.447598147701963,0,0.288,0,0
0.066,0,0.032,0.034,0.246,0.214,0,0.294,0,0,0,0,0,0
0.214,0,0.002,0.254,0.128,0.297,0.129,0.456,0,0,0,0.196,0,0
0.38,0.244,0.496,0.502,0.452,0.342,0.521,0.25,0,0,0,0.543,0,0
0,0.093,0.013,0,0,0,0,-0.165141680347973,0,-0.162325871626675,0,0,0,0
-0.38229961094497,-0.231964514026995,-0.159587221586197,-0.301355916550377,-0.0549918824538014,-0.521355314209438,0,0,0,0,0,0,0,0
-0.266049190499228,-0.055240954607848,-0.0833210100295491,-0.240289544237185,-0.0637007327909512,-0.155219102566099,-0.0417080275846632,0,0,0,0,0,0,0
