0.082,-0.0566306915665284,-0.344465747177889,-0.10506494538426,-0.00943209347383798,-0.15135319412719,-0.172446021328074,-0.11200279531975,-0.136272200178894,0,0,0,0,0,0,0.37
0.03,0,-0.111939260988783,-0.0562388541105204,0,0,0,-0.00339287295422816,-0.224924820200799,-0.64011273525947,0,0,0,0,0,0.025
0.292,0.24,0,0,0,0,0,0,0,-0.914840909744522,-0.0230092917527074,0,0,0,0,0.16
0.114,0.1,0,0,0,0,0,0,0,-0.0402284039066901,-0.827101556086118,0,0,0,0,0.13
0.012,0,0,0,0,0,0,0,-0.0450160253861688,0,0,0,-0.171366965460934,-0.825182349797056,0,0.012
0.078,0,0,0,0,0,0,0,0,0,0,0,0,-0.135659055703067,-0.706028528554179,0.075
0.235,0,0,0,0,0,0,0,0,0,0,0,0,-0.456702212178274,-0.349425563914125,0.22
0.007,0.04,0,0,0,0,0,0,0,0,0,0,-0.344023910795632,-0.330013200657081,-0.342880182991316,0.008
0.15,0.06,0,0,0.05,0,0,0,0,0,0,0,0,-0.386845955898967,-0.527685074602193,0
0,0.56,0.95,0.1,0,0,0,0,0,0.02,-0.675003456425627,0,0,0,0,0
0,0,0.03,0.75,0,0,0,0,0,0.68,0,0,0.15,0,0,0
0,0,0.02,0.15,0,0.3,0.15,0,0.2,0.3,0,0,0.4,1,0,0
0,0,0,0,0.2,0,0,0.3,0,0,-0.132657363217712,0,0,0,-0.538843365115642,0
0,0,0,0,0.75,0.02,0.35,0.35,0.25,0,0,0,0,0,0,0
0,0,0,0,0,0.68,0.5,0.35,0.55,0,0,0,0.45,0,0,0
-0.390139023703117,-0.0270244482084488,-0.161381813915095,-0.182985098647117,-0.143809815865728,-0.138223295931027,-0.0890557403453422,-0.0711872170923086,0,0,0,0,0,0,0,0
